2021-03-19 15:42:27.382 +01:00 [Information] 03/19/2021 15:42:27 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,50001;14,583331
2021-03-19 15:42:32.385 +01:00 [Information] 03/19/2021 15:42:32 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,25001;19,791662
2021-03-19 15:42:37.417 +01:00 [Information] 03/19/2021 15:42:37 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,25001;51,250004
2021-03-19 15:42:42.395 +01:00 [Information] 03/19/2021 15:42:42 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,75001;18,75
2021-03-19 15:42:47.394 +01:00 [Information] 03/19/2021 15:42:47 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,00001;12,5
2021-03-19 15:42:52.392 +01:00 [Information] 03/19/2021 15:42:52 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,12501;15,625
2021-03-19 15:42:57.410 +01:00 [Information] 03/19/2021 15:42:57 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;121,87501;20,3125
2021-03-19 15:43:02.391 +01:00 [Information] 03/19/2021 15:43:02 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,50001;28,125
2021-03-19 15:43:07.389 +01:00 [Information] 03/19/2021 15:43:07 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,00001;15,625006
2021-03-19 15:43:12.383 +01:00 [Information] 03/19/2021 15:43:12 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,50001;22,916668
2021-03-19 15:43:17.399 +01:00 [Information] 03/19/2021 15:43:17 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,75001;25,000006
2021-03-19 15:43:22.416 +01:00 [Information] 03/19/2021 15:43:22 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,25001;25
2021-03-19 15:43:27.387 +01:00 [Information] 03/19/2021 15:43:27 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;125,12501;20,833332
2021-03-19 15:43:32.408 +01:00 [Information] 03/19/2021 15:43:32 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,37501;21,875
2021-03-19 15:43:37.406 +01:00 [Information] 03/19/2021 15:43:37 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,37501;17,1875
2021-03-19 15:43:42.391 +01:00 [Information] 03/19/2021 15:43:42 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,37501;14,583331
2021-03-19 15:43:47.395 +01:00 [Information] 03/19/2021 15:43:47 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,62501;23,4375
2021-03-19 15:43:52.389 +01:00 [Information] 03/19/2021 15:43:52 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,62501;23,4375
2021-03-19 15:43:57.391 +01:00 [Information] 03/19/2021 15:43:57 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,37501;21,875
2021-03-19 15:44:02.402 +01:00 [Information] 03/19/2021 15:44:02 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,37501;23,4375
2021-03-19 15:44:07.383 +01:00 [Information] 03/19/2021 15:44:07 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;124,37501;17,708332
2021-03-19 15:44:12.397 +01:00 [Information] 03/19/2021 15:44:12 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,00001;18,749994
2021-03-19 15:44:17.392 +01:00 [Information] 03/19/2021 15:44:17 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;124,25001;22,395824
2021-03-19 15:44:22.379 +01:00 [Information] 03/19/2021 15:44:22 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,00001;20,833332
2021-03-19 15:44:27.400 +01:00 [Information] 03/19/2021 15:44:27 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,50001;10,9375
2021-03-19 15:44:32.391 +01:00 [Information] 03/19/2021 15:44:32 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,75001;17,1875
2021-03-19 15:44:37.395 +01:00 [Information] 03/19/2021 15:44:37 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,62501;14,583331
2021-03-19 15:44:42.413 +01:00 [Information] 03/19/2021 15:44:42 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,25001;14,0625
2021-03-19 15:44:47.384 +01:00 [Information] 03/19/2021 15:44:47 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;122,00001;18,75
2021-03-19 15:44:52.391 +01:00 [Information] 03/19/2021 15:44:52 +01:00 Eküldött üzenet: f1160654-6505-4c25-a5e0-2e8ead53bc92;123,00001;17,1875
